KIDEN	Sinistralité RC - SNB11 2-3	Code usage - CUSA  5-6	Age de l assuré - DNAI 8-9	Sexe - SEXE 11-12	Code Langue - CLAN 14-15	Code postal souscripteur - POSS2 17-18	Bonus-malus RC(année en cours) - GBMC 20	Bonus-Malus Année -1 - GBM1	Puissance du véhicule (12 mod) - PUIS 32	Date effet Police (2 mod) - DPEP 26-27	Année de construction du véhicule (2 mod	Primes acquises RC 1991 en francs belges
207	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=6	BM=1	BM_1=1	PUIS12M=8	DPOLI2M=1	DCONS2M=1	PRIM3M=2
208	SINIST=2	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=2	BM=11	BM_1=11	PUIS12M=8	DPOLI2M=1	DCONS2M=2	PRIM3M=3
210	SINIST=1	CUSAG=2	AGE=9	SEXE=2	CLANG=2	CPOST=9	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
211	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=12	BM=1	BM_1=1	PUIS12M=3	DPOLI2M=1	DCONS2M=1	PRIM3M=1
212	SINIST=1	CUSAG=2	AGE=9	SEXE=2	CLANG=1	CPOST=9	BM=1	BM_1=1	PUIS12M=1	DPOLI2M=1	DCONS2M=1	PRIM3M=1
213	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=6	BM=1	BM_1=2	PUIS12M=5	DPOLI2M=1	DCONS2M=1	PRIM3M=2
214	SINIST=2	CUSAG=1	AGE=9	SEXE=1	CLANG=1	CPOST=1	BM=1	BM_1=2	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=2
215	SINIST=2	CUSAG=1	AGE=9	SEXE=1	CLANG=1	CPOST=4	BM=7	BM_1=8	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=3
217	SINIST=1	CUSAG=2	AGE=2	SEXE=1	CLANG=2	CPOST=7	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
218	SINIST=2	CUSAG=2	AGE=5	SEXE=1	CLANG=1	CPOST=2	BM=2	BM_1=3	PUIS12M=10	DPOLI2M=1	DCONS2M=1	PRIM3M=3
220	SINIST=1	CUSAG=2	AGE=2	SEXE=1	CLANG=2	CPOST=11	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
221	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=1	BM=1	BM_1=1	PUIS12M=8	DPOLI2M=1	DCONS2M=1	PRIM3M=2
222	SINIST=1	CUSAG=1	AGE=9	SEXE=3	CLANG=1	CPOST=1	BM=1	BM_1=2	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
223	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=3	BM=1	BM_1=1	PUIS12M=8	DPOLI2M=1	DCONS2M=1	PRIM3M=2
224	SINIST=1	CUSAG=1	AGE=9	SEXE=1	CLANG=1	CPOST=10	BM=3	BM_1=1	PUIS12M=11	DPOLI2M=1	DCONS2M=2	PRIM3M=2
225	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=5	BM=1	BM_1=1	PUIS12M=5	DPOLI2M=1	DCONS2M=1	PRIM3M=2
226	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=10	BM=1	BM_1=1	PUIS12M=7	DPOLI2M=1	DCONS2M=1	PRIM3M=2
228	SINIST=2	CUSAG=1	AGE=9	SEXE=1	CLANG=1	CPOST=3	BM=7	BM_1=8	PUIS12M=7	DPOLI2M=1	DCONS2M=1	PRIM3M=3
230	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=10	BM=1	BM_1=1	PUIS12M=5	DPOLI2M=1	DCONS2M=1	PRIM3M=2
232	SINIST=2	CUSAG=2	AGE=5	SEXE=2	CLANG=2	CPOST=1	BM=1	BM_1=1	PUIS12M=7	DPOLI2M=1	DCONS2M=2	PRIM3M=2
233	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=2	BM=1	BM_1=1	PUIS12M=2	DPOLI2M=1	DCONS2M=1	PRIM3M=1
234	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=7	BM=1	BM_1=1	PUIS12M=1	DPOLI2M=1	DCONS2M=1	PRIM3M=1
235	SINIST=2	CUSAG=2	AGE=9	SEXE=2	CLANG=1	CPOST=12	BM=9	BM_1=10	PUIS12M=7	DPOLI2M=1	DCONS2M=2	PRIM3M=3
236	SINIST=1	CUSAG=1	AGE=9	SEXE=3	CLANG=1	CPOST=3	BM=1	BM_1=1	PUIS12M=9	DPOLI2M=1	DCONS2M=1	PRIM3M=2
237	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=7	BM=1	BM_1=1	PUIS12M=9	DPOLI2M=1	DCONS2M=1	PRIM3M=2
238	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=2	BM=1	BM_1=1	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=2
239	SINIST=1	CUSAG=2	AGE=4	SEXE=1	CLANG=1	CPOST=1	BM=1	BM_1=1	PUIS12M=7	DPOLI2M=1	DCONS2M=1	PRIM3M=2
240	SINIST=2	CUSAG=1	AGE=9	SEXE=3	CLANG=1	CPOST=1	BM=7	BM_1=8	PUIS12M=7	DPOLI2M=1	DCONS2M=2	PRIM3M=3
241	SINIST=1	CUSAG=1	AGE=5	SEXE=2	CLANG=1	CPOST=1	BM=11	BM_1=11	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=3
242	SINIST=1	CUSAG=2	AGE=3	SEXE=1	CLANG=1	CPOST=4	BM=1	BM_1=1	PUIS12M=3	DPOLI2M=1	DCONS2M=1	PRIM3M=2
244	SINIST=1	CUSAG=2	AGE=9	SEXE=2	CLANG=1	CPOST=5	BM=1	BM_1=1	PUIS12M=2	DPOLI2M=1	DCONS2M=1	PRIM3M=1
245	SINIST=2	CUSAG=1	AGE=3	SEXE=1	CLANG=2	CPOST=1	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
247	SINIST=1	CUSAG=2	AGE=9	SEXE=2	CLANG=1	CPOST=1	BM=1	BM_1=1	PUIS12M=7	DPOLI2M=1	DCONS2M=1	PRIM3M=2
249	SINIST=1	CUSAG=2	AGE=1	SEXE=2	CLANG=1	CPOST=1	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
252	SINIST=2	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=12	BM=2	BM_1=3	PUIS12M=7	DPOLI2M=1	DCONS2M=1	PRIM3M=2
256	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=2	BM=1	BM_1=1	PUIS12M=9	DPOLI2M=1	DCONS2M=1	PRIM3M=2
257	SINIST=2	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=1	BM=11	BM_1=11	PUIS12M=11	DPOLI2M=1	DCONS2M=1	PRIM3M=3
258	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=2	BM=1	BM_1=1	PUIS12M=2	DPOLI2M=1	DCONS2M=1	PRIM3M=1
261	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=10	BM=1	BM_1=1	PUIS12M=5	DPOLI2M=1	DCONS2M=2	PRIM3M=2
262	SINIST=2	CUSAG=2	AGE=9	SEXE=3	CLANG=1	CPOST=1	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=2	PRIM3M=2
264	SINIST=1	CUSAG=2	AGE=9	SEXE=2	CLANG=1	CPOST=10	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
266	SINIST=2	CUSAG=1	AGE=5	SEXE=2	CLANG=1	CPOST=1	BM=1	BM_1=1	PUIS12M=7	DPOLI2M=1	DCONS2M=2	PRIM3M=2
267	SINIST=1	CUSAG=2	AGE=3	SEXE=1	CLANG=1	CPOST=3	BM=1	BM_1=1	PUIS12M=3	DPOLI2M=1	DCONS2M=2	PRIM3M=2
268	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=10	BM=1	BM_1=2	PUIS12M=1	DPOLI2M=1	DCONS2M=1	PRIM3M=1
271	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=12	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
272	SINIST=2	CUSAG=1	AGE=9	SEXE=1	CLANG=1	CPOST=5	BM=6	BM_1=7	PUIS12M=8	DPOLI2M=1	DCONS2M=2	PRIM3M=3
273	SINIST=1	CUSAG=2	AGE=5	SEXE=2	CLANG=1	CPOST=1	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
274	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=3	BM=1	BM_1=1	PUIS12M=3	DPOLI2M=1	DCONS2M=1	PRIM3M=1
275	SINIST=1	CUSAG=2	AGE=3	SEXE=1	CLANG=1	CPOST=10	BM=1	BM_1=1	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=2
276	SINIST=1	CUSAG=2	AGE=3	SEXE=1	CLANG=1	CPOST=2	BM=2	BM_1=3	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
278	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=9	BM=1	BM_1=1	PUIS12M=3	DPOLI2M=1	DCONS2M=1	PRIM3M=1
280	SINIST=2	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=8	BM=1	BM_1=2	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
281	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=9	BM=3	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
282	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=8	BM=1	BM_1=1	PUIS12M=5	DPOLI2M=1	DCONS2M=1	PRIM3M=2
283	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=2	BM=1	BM_1=1	PUIS12M=3	DPOLI2M=2	DCONS2M=1	PRIM3M=2
284	SINIST=1	CUSAG=2	AGE=2	SEXE=1	CLANG=1	CPOST=1	BM=3	BM_1=1	PUIS12M=2	DPOLI2M=1	DCONS2M=1	PRIM3M=2
285	SINIST=1	CUSAG=2	AGE=5	SEXE=2	CLANG=1	CPOST=2	BM=11	BM_1=11	PUIS12M=1	DPOLI2M=1	DCONS2M=1	PRIM3M=3
286	SINIST=1	CUSAG=2	AGE=2	SEXE=1	CLANG=2	CPOST=7	BM=1	BM_1=1	PUIS12M=1	DPOLI2M=1	DCONS2M=1	PRIM3M=1
287	SINIST=1	CUSAG=2	AGE=9	SEXE=2	CLANG=2	CPOST=7	BM=1	BM_1=1	PUIS12M=1	DPOLI2M=1	DCONS2M=1	PRIM3M=1
288	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=1	BM=4	BM_1=2	PUIS12M=2	DPOLI2M=1	DCONS2M=1	PRIM3M=2
289	SINIST=1	CUSAG=2	AGE=3	SEXE=1	CLANG=2	CPOST=6	BM=1	BM_1=1	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=2
290	SINIST=1	CUSAG=2	AGE=3	SEXE=2	CLANG=1	CPOST=1	BM=2	BM_1=3	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
291	SINIST=2	CUSAG=2	AGE=9	SEXE=2	CLANG=2	CPOST=1	BM=1	BM_1=1	PUIS12M=8	DPOLI2M=1	DCONS2M=1	PRIM3M=2
292	SINIST=2	CUSAG=2	AGE=9	SEXE=2	CLANG=1	CPOST=10	BM=1	BM_1=1	PUIS12M=5	DPOLI2M=1	DCONS2M=1	PRIM3M=2
293	SINIST=1	CUSAG=2	AGE=4	SEXE=1	CLANG=2	CPOST=12	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
294	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=5	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=2	PRIM3M=2
296	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=7	BM=1	BM_1=1	PUIS12M=1	DPOLI2M=1	DCONS2M=1	PRIM3M=1
297	SINIST=1	CUSAG=2	AGE=3	SEXE=1	CLANG=1	CPOST=2	BM=2	BM_1=3	PUIS12M=6	DPOLI2M=1	DCONS2M=2	PRIM3M=2
298	SINIST=2	CUSAG=2	AGE=2	SEXE=1	CLANG=1	CPOST=3	BM=1	BM_1=1	PUIS12M=8	DPOLI2M=1	DCONS2M=2	PRIM3M=2
299	SINIST=1	CUSAG=2	AGE=2	SEXE=1	CLANG=2	CPOST=7	BM=1	BM_1=1	PUIS12M=2	DPOLI2M=1	DCONS2M=1	PRIM3M=1
300	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=8	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
302	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=5	BM=6	BM_1=4	PUIS12M=10	DPOLI2M=1	DCONS2M=1	PRIM3M=3
303	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=2	BM=3	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
305	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=7	BM=1	BM_1=1	PUIS12M=3	DPOLI2M=1	DCONS2M=1	PRIM3M=2
306	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=3	BM=1	BM_1=1	PUIS12M=3	DPOLI2M=1	DCONS2M=1	PRIM3M=2
307	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=3	BM=1	BM_1=1	PUIS12M=7	DPOLI2M=1	DCONS2M=2	PRIM3M=2
308	SINIST=1	CUSAG=2	AGE=5	SEXE=1	CLANG=1	CPOST=10	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
309	SINIST=1	CUSAG=2	AGE=4	SEXE=3	CLANG=2	CPOST=1	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=1
310	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=10	BM=1	BM_1=1	PUIS12M=5	DPOLI2M=1	DCONS2M=1	PRIM3M=2
311	SINIST=1	CUSAG=2	AGE=5	SEXE=2	CLANG=1	CPOST=8	BM=1	BM_1=1	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=2
312	SINIST=2	CUSAG=2	AGE=4	SEXE=1	CLANG=1	CPOST=3	BM=1	BM_1=1	PUIS12M=7	DPOLI2M=1	DCONS2M=2	PRIM3M=2
313	SINIST=2	CUSAG=1	AGE=9	SEXE=1	CLANG=1	CPOST=1	BM=6	BM_1=7	PUIS12M=11	DPOLI2M=1	DCONS2M=1	PRIM3M=3
314	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=3	BM=1	BM_1=1	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=2
315	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=3	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
316	SINIST=2	CUSAG=2	AGE=5	SEXE=1	CLANG=1	CPOST=2	BM=3	BM_1=1	PUIS12M=7	DPOLI2M=1	DCONS2M=2	PRIM3M=2
318	SINIST=2	CUSAG=2	AGE=3	SEXE=1	CLANG=1	CPOST=2	BM=1	BM_1=2	PUIS12M=6	DPOLI2M=1	DCONS2M=2	PRIM3M=2
319	SINIST=2	CUSAG=2	AGE=4	SEXE=1	CLANG=1	CPOST=3	BM=3	BM_1=3	PUIS12M=7	DPOLI2M=1	DCONS2M=2	PRIM3M=2
320	SINIST=2	CUSAG=1	AGE=3	SEXE=1	CLANG=1	CPOST=1	BM=1	BM_1=1	PUIS12M=11	DPOLI2M=1	DCONS2M=2	PRIM3M=3
321	SINIST=1	CUSAG=2	AGE=2	SEXE=1	CLANG=1	CPOST=2	BM=1	BM_1=1	PUIS12M=7	DPOLI2M=1	DCONS2M=1	PRIM3M=2
322	SINIST=2	CUSAG=2	AGE=3	SEXE=1	CLANG=1	CPOST=8	BM=1	BM_1=2	PUIS12M=3	DPOLI2M=1	DCONS2M=1	PRIM3M=2
323	SINIST=1	CUSAG=2	AGE=9	SEXE=2	CLANG=1	CPOST=5	BM=1	BM_1=1	PUIS12M=4	DPOLI2M=1	DCONS2M=2	PRIM3M=2
324	SINIST=1	CUSAG=2	AGE=9	SEXE=2	CLANG=2	CPOST=1	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
326	SINIST=1	CUSAG=2	AGE=2	SEXE=2	CLANG=1	CPOST=8	BM=1	BM_1=1	PUIS12M=5	DPOLI2M=1	DCONS2M=1	PRIM3M=2
327	SINIST=2	CUSAG=2	AGE=1	SEXE=1	CLANG=1	CPOST=1	BM=3	BM_1=4	PUIS12M=9	DPOLI2M=1	DCONS2M=1	PRIM3M=3
328	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=10	BM=1	BM_1=1	PUIS12M=3	DPOLI2M=1	DCONS2M=1	PRIM3M=1
329	SINIST=2	CUSAG=2	AGE=4	SEXE=2	CLANG=1	CPOST=1	BM=1	BM_1=3	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
330	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=11	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
331	SINIST=1	CUSAG=2	AGE=9	SEXE=3	CLANG=1	CPOST=1	BM=7	BM_1=5	PUIS12M=11	DPOLI2M=1	DCONS2M=1	PRIM3M=3
332	SINIST=2	CUSAG=1	AGE=9	SEXE=3	CLANG=1	CPOST=1	BM=8	BM_1=9	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=3
333	SINIST=1	CUSAG=2	AGE=9	SEXE=2	CLANG=1	CPOST=5	BM=1	BM_1=1	PUIS12M=8	DPOLI2M=1	DCONS2M=2	PRIM3M=2
336	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=2	BM=1	BM_1=1	PUIS12M=9	DPOLI2M=1	DCONS2M=1	PRIM3M=2
337	SINIST=1	CUSAG=2	AGE=4	SEXE=2	CLANG=1	CPOST=1	BM=1	BM_1=1	PUIS12M=5	DPOLI2M=1	DCONS2M=1	PRIM3M=2
338	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=7	BM=8	BM_1=9	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=3
340	SINIST=2	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=8	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
341	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=1	BM=4	BM_1=4	PUIS12M=6	DPOLI2M=1	DCONS2M=2	PRIM3M=3
342	SINIST=2	CUSAG=2	AGE=6	SEXE=1	CLANG=2	CPOST=7	BM=1	BM_1=1	PUIS12M=9	DPOLI2M=1	DCONS2M=2	PRIM3M=2
343	SINIST=2	CUSAG=1	AGE=9	SEXE=3	CLANG=2	CPOST=7	BM=5	BM_1=3	PUIS12M=8	DPOLI2M=1	DCONS2M=2	PRIM3M=3
344	SINIST=1	CUSAG=2	AGE=9	SEXE=2	CLANG=1	CPOST=3	BM=1	BM_1=1	PUIS12M=1	DPOLI2M=1	DCONS2M=1	PRIM3M=1
345	SINIST=1	CUSAG=1	AGE=1	SEXE=1	CLANG=2	CPOST=2	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
346	SINIST=2	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=1	BM=4	BM_1=5	PUIS12M=7	DPOLI2M=1	DCONS2M=1	PRIM3M=3
347	SINIST=2	CUSAG=2	AGE=5	SEXE=1	CLANG=1	CPOST=1	BM=1	BM_1=1	PUIS12M=10	DPOLI2M=1	DCONS2M=1	PRIM3M=2
348	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=7	BM=1	BM_1=1	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=2
350	SINIST=2	CUSAG=2	AGE=1	SEXE=1	CLANG=1	CPOST=1	BM=4	BM_1=5	PUIS12M=11	DPOLI2M=1	DCONS2M=1	PRIM3M=3
352	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=1	BM=1	BM_1=1	PUIS12M=8	DPOLI2M=1	DCONS2M=1	PRIM3M=2
355	SINIST=1	CUSAG=2	AGE=9	SEXE=2	CLANG=1	CPOST=10	BM=1	BM_1=1	PUIS12M=3	DPOLI2M=1	DCONS2M=1	PRIM3M=2
357	SINIST=2	CUSAG=2	AGE=9	SEXE=2	CLANG=1	CPOST=1	BM=7	BM_1=8	PUIS12M=3	DPOLI2M=1	DCONS2M=1	PRIM3M=2
358	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=5	BM=3	BM_1=4	PUIS12M=1	DPOLI2M=1	DCONS2M=1	PRIM3M=2
359	SINIST=1	CUSAG=2	AGE=9	SEXE=2	CLANG=1	CPOST=8	BM=1	BM_1=1	PUIS12M=3	DPOLI2M=1	DCONS2M=1	PRIM3M=1
360	SINIST=1	CUSAG=1	AGE=9	SEXE=1	CLANG=2	CPOST=7	BM=1	BM_1=1	PUIS12M=10	DPOLI2M=1	DCONS2M=1	PRIM3M=2
361	SINIST=2	CUSAG=2	AGE=5	SEXE=3	CLANG=1	CPOST=10	BM=2	BM_1=3	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=2
362	SINIST=2	CUSAG=2	AGE=6	SEXE=1	CLANG=1	CPOST=10	BM=4	BM_1=5	PUIS12M=4	DPOLI2M=1	DCONS2M=2	PRIM3M=2
363	SINIST=2	CUSAG=1	AGE=9	SEXE=3	CLANG=1	CPOST=1	BM=11	BM_1=11	PUIS12M=11	DPOLI2M=1	DCONS2M=1	PRIM3M=3
364	SINIST=2	CUSAG=2	AGE=9	SEXE=2	CLANG=2	CPOST=7	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
365	SINIST=2	CUSAG=2	AGE=9	SEXE=2	CLANG=2	CPOST=12	BM=1	BM_1=1	PUIS12M=4	DPOLI2M=1	DCONS2M=2	PRIM3M=2
366	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=1	BM=1	BM_1=1	PUIS12M=2	DPOLI2M=1	DCONS2M=1	PRIM3M=1
368	SINIST=1	CUSAG=2	AGE=9	SEXE=2	CLANG=1	CPOST=1	BM=1	BM_1=2	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
369	SINIST=2	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=1	BM=1	BM_1=5	PUIS12M=9	DPOLI2M=1	DCONS2M=2	PRIM3M=2
370	SINIST=2	CUSAG=2	AGE=6	SEXE=1	CLANG=1	CPOST=1	BM=2	BM_1=3	PUIS12M=8	DPOLI2M=1	DCONS2M=2	PRIM3M=2
372	SINIST=1	CUSAG=2	AGE=2	SEXE=1	CLANG=1	CPOST=1	BM=1	BM_1=1	PUIS12M=7	DPOLI2M=1	DCONS2M=2	PRIM3M=2
373	SINIST=2	CUSAG=2	AGE=6	SEXE=2	CLANG=1	CPOST=8	BM=2	BM_1=2	PUIS12M=6	DPOLI2M=1	DCONS2M=2	PRIM3M=2
374	SINIST=1	CUSAG=1	AGE=5	SEXE=1	CLANG=1	CPOST=1	BM=4	BM_1=5	PUIS12M=7	DPOLI2M=1	DCONS2M=1	PRIM3M=2
375	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=12	BM=3	BM_1=1	PUIS12M=8	DPOLI2M=1	DCONS2M=1	PRIM3M=2
376	SINIST=2	CUSAG=2	AGE=5	SEXE=1	CLANG=1	CPOST=1	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=2	PRIM3M=2
377	SINIST=2	CUSAG=2	AGE=5	SEXE=1	CLANG=2	CPOST=12	BM=3	BM_1=3	PUIS12M=5	DPOLI2M=1	DCONS2M=2	PRIM3M=2
380	SINIST=1	CUSAG=2	AGE=9	SEXE=2	CLANG=1	CPOST=1	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
381	SINIST=1	CUSAG=2	AGE=5	SEXE=1	CLANG=1	CPOST=4	BM=1	BM_1=1	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=2
382	SINIST=2	CUSAG=2	AGE=5	SEXE=1	CLANG=2	CPOST=1	BM=4	BM_1=2	PUIS12M=2	DPOLI2M=1	DCONS2M=1	PRIM3M=2
383	SINIST=1	CUSAG=2	AGE=9	SEXE=2	CLANG=2	CPOST=2	BM=2	BM_1=2	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=2
384	SINIST=2	CUSAG=2	AGE=6	SEXE=2	CLANG=1	CPOST=1	BM=1	BM_1=2	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=2
385	SINIST=1	CUSAG=2	AGE=9	SEXE=2	CLANG=1	CPOST=9	BM=1	BM_1=1	PUIS12M=5	DPOLI2M=1	DCONS2M=1	PRIM3M=2
386	SINIST=1	CUSAG=2	AGE=5	SEXE=1	CLANG=2	CPOST=6	BM=6	BM_1=7	PUIS12M=7	DPOLI2M=1	DCONS2M=2	PRIM3M=3
387	SINIST=1	CUSAG=2	AGE=3	SEXE=1	CLANG=1	CPOST=8	BM=1	BM_1=1	PUIS12M=2	DPOLI2M=1	DCONS2M=1	PRIM3M=1
389	SINIST=1	CUSAG=2	AGE=4	SEXE=1	CLANG=1	CPOST=1	BM=2	BM_1=3	PUIS12M=7	DPOLI2M=1	DCONS2M=1	PRIM3M=2
390	SINIST=1	CUSAG=1	AGE=9	SEXE=3	CLANG=1	CPOST=1	BM=1	BM_1=1	PUIS12M=10	DPOLI2M=1	DCONS2M=1	PRIM3M=2
391	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=5	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
392	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=7	BM=1	BM_1=1	PUIS12M=10	DPOLI2M=1	DCONS2M=1	PRIM3M=2
393	SINIST=1	CUSAG=1	AGE=9	SEXE=3	CLANG=1	CPOST=2	BM=5	BM_1=6	PUIS12M=7	DPOLI2M=1	DCONS2M=1	PRIM3M=2
394	SINIST=2	CUSAG=2	AGE=4	SEXE=1	CLANG=1	CPOST=1	BM=1	BM_1=2	PUIS12M=6	DPOLI2M=1	DCONS2M=2	PRIM3M=2
